Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,tenure_group,service_count,avg_monthly_value,revenue_per_month,engagement_score,is_new_customer,contract_risk,payment_risk,monthly_x_tenure,has_internet,has_family,low_engagement,high_risk,cluster,segment,churn_probability,churn_prediction,predicted_value,value_score,recommended_action,customer_category,customer_id_display
1,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,0,Electronic check,74.3,74.3,0,True,False,False,False,True,False,False,False,True,False,0-1 year,1,37.15,74.3,15.66,1,2,1,74.3,1,0,1,0,1,Low Value New,0.8384352684904993,1,351.99158,0.08999319, Retention Campaign (Email / Promotion),At-Risk Low Value,3334
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,70.6,70.6,0,True,False,False,False,True,False,False,False,False,True,0-1 year,1,35.3,70.6,14.92,1,2,0,70.6,1,0,1,0,1,Low Value New,0.7746952883001271,1,202.99936,0.07371066, Retention Campaign (Email / Promotion),At-Risk Low Value,3335
0,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,0,Bank transfer (automatic),90.55,6404.0,0,False,False,True,True,False,False,True,False,False,False,4-6 years,1,88.94444444444444,90.55,39.91,0,0,0,6429.05,1,0,1,0,0,High Value Loyal,0.068675292030543,0,6586.9116,0.77137315, Upsell / Premium Offer,Loyal High Value,3336
0,0,0,1,No,No,No,No,No,No,No,No,two year,0,Mailed check,19.45,165.35,0,False,False,True,False,False,True,False,False,False,True,0-1 year,1,20.66875,19.45,6.49,1,0,0,136.15,0,0,1,0,2,At Risk Customers,0.034114205202261,0,30.69862,0.05488086, Maintain / Monitor,Stable Customer,3337
1,0,0,1,Yes,DSL,No,Yes,Yes,Yes,No,No,month-to-month,0,Bank transfer (automatic),64.45,1867.6,0,True,False,False,True,False,False,True,False,False,False,2-4 years,1,64.39999999999999,64.45,21.79,0,2,0,1804.6,1,0,1,0,1,Low Value New,0.2099530424597026,0,1713.3451,0.23876801, Maintain / Monitor,Stable Customer,3338
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,0,Electronic check,69.65,1043.3,0,True,False,False,False,True,False,False,False,True,False,1-2 years,1,61.37058823529412,69.65,19.23,0,2,1,1114.4,1,0,1,0,1,Low Value New,0.4251718772029397,1,1420.1216,0.20672321, Maintain / Monitor,Stable Customer,3339
0,0,0,1,No,No,No,No,No,No,No,No,one year,0,Mailed check,19.5,128.6,0,False,True,False,False,False,True,False,False,False,True,0-1 year,1,16.075,19.5,6.5,1,1,0,136.5,0,0,1,0,2,At Risk Customers,0.0825824419757392,0,137.4528,0.06654743, Maintain / Monitor,Stable Customer,3340
0,0,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,two year,1,Bank transfer (automatic),110.5,7455.45,0,False,False,True,False,True,False,True,False,False,False,4-6 years,1,106.50642857142856,110.5,43.3,0,0,0,7624.5,1,0,1,0,0,High Value Loyal,0.1548532071432889,0,7303.3467,0.8496684, Upsell / Premium Offer,Loyal High Value,3341
0,0,1,0,No,DSL,No,No,No,No,No,No,month-to-month,0,Mailed check,24.7,24.7,0,True,False,False,True,False,False,False,False,False,True,0-1 year,0,12.35,24.7,5.24,1,2,0,24.7,1,0,1,0,3,Premium Customers,0.1591965801354977,0,57.854218,0.057848547, Maintain / Monitor,Stable Customer,3342
0,0,0,1,No,DSL,Yes,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,77.4,206.15,0,True,False,False,True,False,False,False,False,True,False,0-1 year,1,51.5375,77.4,16.880000000000003,1,2,1,232.2,1,0,1,0,1,Low Value New,0.7855106849495515,1,393.83698,0.09456625, Retention Campaign (Email / Promotion),At-Risk Low Value,3343
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,month-to-month,1,Bank transfer (automatic),85.4,5869.4,0,True,False,False,False,True,False,True,False,False,False,4-6 years,1,83.84857142857142,85.4,38.28,0,2,0,5892.6,1,0,1,0,0,High Value Loyal,0.2979875712034541,0,3757.396,0.46215102, Maintain / Monitor,Stable Customer,3344
0,1,0,0,No,DSL,Yes,Yes,Yes,Yes,No,No,two year,1,Bank transfer (automatic),47.6,3377.8,0,False,False,True,True,False,False,True,False,False,False,4-6 years,0,46.91388888888889,47.6,30.82,0,0,0,3379.6,1,0,1,0,3,Premium Customers,0.0566169981141946,0,2736.309,0.35056207, Maintain / Monitor,Stable Customer,3345
0,1,1,1,No,No,No,No,No,No,No,No,two year,0,Mailed check,19.4,1346.2,0,False,False,True,False,False,True,False,False,False,True,4-6 years,1,19.231428571428573,19.4,25.08,0,0,0,1338.6,0,0,1,0,2,At Risk Customers,0.0012579559613857,0,1150.6083,0.1772696, Maintain / Monitor,Stable Customer,3346
0,0,0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,month-to-month,1,Electronic check,103.85,4946.05,0,True,False,False,False,True,False,False,False,True,False,2-4 years,1,100.93979591836737,103.85,35.67,0,2,1,4984.799999999999,1,0,1,0,0,High Value Loyal,0.5607205040984056,1,3929.6948,0.4809806, Maintain / Monitor,Stable Customer,3347
0,0,0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,month-to-month,1,Credit card (automatic),108.45,4964.7,0,True,False,False,False,True,False,False,True,False,False,2-4 years,1,107.9282608695652,108.45,35.69,0,2,0,4880.25,1,0,1,0,0,High Value Loyal,0.5125421982886278,1,3774.477,0.46401772, Maintain / Monitor,Stable Customer,3348
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,No,month-to-month,0,Bank transfer (automatic),81.0,4085.75,0,True,False,False,False,True,False,True,False,False,False,4-6 years,1,78.57211538461539,81.0,32.0,0,2,0,4131.0,1,0,1,0,0,High Value Loyal,0.2184701963869567,0,2546.5303,0.32982218, Maintain / Monitor,Stable Customer,3349
0,0,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,0,Bank transfer (automatic),86.65,6224.8,0,False,False,True,True,False,False,True,False,False,False,4-6 years,1,85.27123287671233,86.65,39.43,0,0,0,6238.8,1,0,1,0,0,High Value Loyal,0.0443798730391943,0,5474.9546,0.6498535, Maintain / Monitor,Stable Customer,3350
0,1,1,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,month-to-month,1,Electronic check,92.95,3415.25,0,True,False,False,False,True,False,False,False,True,False,2-4 years,1,89.875,92.95,30.19,0,2,1,3439.15,1,0,1,0,0,High Value Loyal,0.2313767879661347,0,3986.0193,0.48713604, Maintain / Monitor,Stable Customer,3351
0,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,0,Electronic check,90.35,6325.25,0,False,False,True,True,False,False,False,False,True,False,4-6 years,1,87.85069444444444,90.35,39.870000000000005,0,0,1,6414.849999999999,1,0,1,0,0,High Value Loyal,0.0937829782753395,0,6243.378,0.7338303, Upsell / Premium Offer,Loyal High Value,3352
0,0,0,1,Yes,No,No,No,No,No,No,No,two year,1,Credit card (automatic),25.15,1683.6,0,False,False,True,False,False,True,False,True,False,False,4-6 years,1,25.128358208955223,25.15,25.33,0,0,0,1659.9,0,0,1,0,2,At Risk Customers,0.0087747412896428,0,1330.0396,0.19687864, Maintain / Monitor,Stable Customer,3353
0,1,0,1,No,DSL,Yes,No,No,Yes,Yes,Yes,one year,1,Bank transfer (automatic),76.4,3966.3,0,False,True,False,True,False,False,True,False,False,False,4-6 years,1,76.275,76.4,31.08,0,1,0,3896.4,1,0,1,0,0,High Value Loyal,0.1651568896704617,0,3773.9827,0.46396372, Maintain / Monitor,Stable Customer,3354
0,1,0,1,No,No,No,No,No,No,No,No,one year,0,Bank transfer (automatic),19.55,608.5,0,False,True,False,False,False,True,True,False,False,False,2-4 years,1,19.62903225806452,19.55,13.41,0,1,0,586.5,0,0,1,0,2,At Risk Customers,0.0424998505066022,0,677.43695,0.12555932, Maintain / Monitor,Stable Customer,3355
0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,0,Electronic check,85.35,2896.6,0,True,False,False,False,True,False,False,False,True,False,2-4 years,1,82.75999999999999,85.35,27.77,0,2,1,2901.9,1,0,1,0,1,Low Value New,0.3862825352735611,1,2764.0398,0.3535926, Maintain / Monitor,Stable Customer,3356
0,1,1,1,Yes,No,No,No,No,No,No,No,two year,1,Mailed check,24.8,1514.85,0,False,False,True,False,False,True,False,False,False,True,4-6 years,1,23.30538461538461,24.8,24.66,0,0,0,1587.2,0,0,1,0,2,At Risk Customers,0.0026534902267624,0,1355.923,0.1997073, Maintain / Monitor,Stable Customer,3357
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,one year,1,Bank transfer (automatic),103.15,6792.45,0,False,True,False,False,True,False,True,False,False,False,4-6 years,1,102.91590909090908,103.15,40.63,0,1,0,6704.75,1,0,1,0,0,High Value Loyal,0.2894128804074423,0,6792.9087,0.7938854, Upsell / Premium Offer,Loyal High Value,3358
0,0,0,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,month-to-month,0,Mailed check,100.75,4669.2,0,True,False,False,False,True,False,False,False,False,True,2-4 years,1,97.275,100.75,34.75,0,2,0,4735.25,1,0,1,0,0,High Value Loyal,0.3761066882366268,1,3681.2676,0.45383137, Maintain / Monitor,Stable Customer,3359
0,1,1,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,two year,0,Credit card (automatic),94.1,6302.8,0,False,False,True,False,True,False,False,True,False,False,4-6 years,1,92.68823529411765,94.1,39.42,0,0,0,6304.7,1,0,1,0,0,High Value Loyal,0.0181609890103162,0,6318.492,0.7420391, Upsell / Premium Offer,Loyal High Value,3360
0,0,0,1,No,No,No,No,No,No,No,No,one year,0,Bank transfer (automatic),19.35,779.2,0,False,True,False,False,False,True,True,False,False,False,2-4 years,1,19.48,19.35,16.07,0,1,0,754.6500000000001,0,0,1,0,2,At Risk Customers,0.0242965914571754,0,593.229,0.11635669, Maintain / Monitor,Stable Customer,3361
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,19.9,283.75,0,True,False,False,False,False,True,False,False,False,True,1-2 years,1,18.916666666666668,19.9,8.68,0,2,0,278.6,0,0,1,0,2,At Risk Customers,0.1098628723100992,0,375.97458,0.09261416, Maintain / Monitor,Stable Customer,3362
1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,101.05,5594.0,0,True,False,False,False,True,False,False,False,True,False,4-6 years,1,98.140350877193,101.05,37.510000000000005,0,2,1,5658.8,1,0,1,0,0,High Value Loyal,0.5148121917991174,1,3938.888,0.4819853, Maintain / Monitor,Stable Customer,3363
0,0,0,1,No,DSL,No,No,No,Yes,No,Yes,one year,0,Credit card (automatic),59.1,772.85,0,False,True,False,True,False,False,False,True,False,False,1-2 years,1,51.52333333333333,59.1,16.52,0,1,0,827.4,1,0,1,0,1,Low Value New,0.1534284678756801,0,2048.0225,0.27534303, Maintain / Monitor,Stable Customer,3364
0,1,0,1,No,DSL,Yes,Yes,No,No,No,No,one year,1,Mailed check,55.85,857.8,0,False,True,False,True,False,False,False,False,False,True,1-2 years,1,50.45882352941176,55.85,16.470000000000002,0,1,0,893.6,1,0,1,0,1,Low Value New,0.2190600916254468,0,1586.4381,0.22489904, Maintain / Monitor,Stable Customer,3365
0,1,1,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,106.05,7554.05,0,True,False,False,False,True,False,False,False,True,False,4-6 years,1,106.3950704225352,106.05,42.71,0,2,1,7423.5,1,0,1,0,0,High Value Loyal,0.1939071377645565,0,6585.4175,0.77120984, Upsell / Premium Offer,Loyal High Value,3366
1,1,0,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,two year,1,Credit card (automatic),84.1,5981.65,0,False,False,True,True,False,False,False,True,False,False,4-6 years,1,81.94041095890411,84.1,38.92,0,0,0,6055.2,1,0,1,0,0,High Value Loyal,0.0797122036829591,0,6080.681,0.71605, Upsell / Premium Offer,Loyal High Value,3367
0,1,1,1,No,Fiber optic,No,No,Yes,No,No,No,month-to-month,1,Credit card (automatic),75.3,1702.9,0,True,False,False,False,True,False,False,True,False,False,1-2 years,1,70.95416666666667,75.3,22.46,0,2,0,1731.9,1,0,1,0,1,Low Value New,0.1505443425270714,0,1899.6925,0.2591329, Maintain / Monitor,Stable Customer,3368
0,0,1,1,Yes,No,No,No,No,No,No,No,month-to-month,0,Mailed check,24.7,467.15,0,True,False,False,False,False,True,False,False,False,True,1-2 years,1,21.23409090909091,24.7,11.74,0,2,0,518.6999999999999,0,0,1,0,2,At Risk Customers,0.0247913635561583,0,579.0469,0.11480681, Maintain / Monitor,Stable Customer,3369
0,0,0,1,Yes,DSL,No,No,Yes,No,No,No,one year,0,Electronic check,55.8,1941.5,0,False,True,False,True,False,False,False,False,True,False,2-4 years,1,52.472972972972975,55.8,22.46,0,1,1,2008.8,1,0,1,0,1,Low Value New,0.1021183773817077,0,1622.458,0.22883545, Maintain / Monitor,Stable Customer,3370
0,0,0,0,No,DSL,No,Yes,Yes,Yes,No,No,two year,0,Credit card (automatic),39.7,1932.75,0,False,False,True,True,False,False,False,True,False,False,4-6 years,0,37.89705882352941,39.7,22.94,0,0,0,1985.0,1,0,1,0,3,Premium Customers,0.0412585418432919,0,1853.9973,0.2541391, Maintain / Monitor,Stable Customer,3371
0,1,1,0,No,DSL,No,No,No,Yes,No,No,month-to-month,1,Credit card (automatic),29.5,1423.05,0,True,False,False,True,False,False,False,True,False,False,2-4 years,0,29.04183673469388,29.5,20.3,0,2,0,1416.0,1,0,1,0,3,Premium Customers,0.0542591353356985,0,1061.0114,0.16747804, Maintain / Monitor,Stable Customer,3372
0,0,1,1,No,No,No,No,No,No,No,No,two year,0,Credit card (automatic),20.15,970.85,0,False,False,True,False,False,True,False,True,False,False,4-6 years,1,19.03627450980392,20.15,19.53,0,0,0,1007.5,0,0,1,0,2,At Risk Customers,0.0017884142714918,0,869.1195,0.14650725, Maintain / Monitor,Stable Customer,3373
0,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,two year,0,Credit card (automatic),79.55,5810.9,0,False,False,True,True,False,False,False,True,False,False,4-6 years,1,79.60136986301369,79.55,38.01,0,0,0,5727.599999999999,1,0,1,0,0,High Value Loyal,0.0437760156283564,0,5615.4272,0.665205, Maintain / Monitor,Stable Customer,3374
0,0,1,1,Yes,No,No,No,No,No,No,No,month-to-month,0,Credit card (automatic),24.8,223.9,0,True,False,False,False,False,True,False,True,False,False,0-1 year,1,20.35454545454545,24.8,8.46,1,2,0,248.0,0,0,1,0,2,At Risk Customers,0.0416557211106707,0,111.48975,0.06371008, Maintain / Monitor,Stable Customer,3375
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,19.65,391.7,0,True,False,False,False,False,True,False,False,False,True,1-2 years,1,20.61578947368421,19.65,9.829999999999998,0,2,0,353.7,0,0,1,0,2,At Risk Customers,0.0920369904557697,0,370.0486,0.09196655, Maintain / Monitor,Stable Customer,3376
0,0,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,94.05,811.65,0,True,False,False,False,True,False,False,False,True,False,0-1 year,1,81.16499999999999,94.05,22.01,1,2,1,846.4499999999999,1,0,1,0,1,Low Value New,0.7589084094155791,1,550.13416,0.1116471, Retention Campaign (Email / Promotion),At-Risk Low Value,3377
0,0,0,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,month-to-month,0,Mailed check,90.75,174.75,0,True,False,False,False,True,False,False,False,False,True,0-1 year,1,58.25,90.75,19.250000000000004,1,2,0,181.5,1,0,1,0,1,Low Value New,0.7709975757663999,1,602.3999,0.11735893, Retention Campaign (Email / Promotion),At-Risk Low Value,3378
0,1,0,1,Yes,Fiber optic,No,No,No,Yes,No,No,month-to-month,1,Credit card (automatic),78.85,3126.85,0,True,False,False,False,True,False,False,True,False,False,2-4 years,1,76.26463414634146,78.85,28.27,0,2,0,3154.0,1,0,1,0,1,Low Value New,0.3869166610578839,1,2554.896,0.33073643, Maintain / Monitor,Stable Customer,3379
0,1,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,one year,0,Bank transfer (automatic),99.5,6841.45,0,False,True,False,False,True,False,True,False,False,False,4-6 years,1,97.735,99.5,41.1,0,1,0,6865.5,1,0,1,0,0,High Value Loyal,0.1881111494520593,0,5523.423,0.65515035, Maintain / Monitor,Stable Customer,3380
0,0,1,1,Yes,Fiber optic,No,No,Yes,No,No,No,month-to-month,1,Credit card (automatic),80.55,1406.65,0,True,False,False,False,True,False,False,True,False,False,1-2 years,1,74.03421052631579,80.55,22.01,0,2,0,1449.9,1,0,1,0,1,Low Value New,0.1555466763754322,0,1988.8658,0.26887813, Maintain / Monitor,Stable Customer,3381
1,1,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,70.2,834.7,0,True,False,False,False,True,False,False,False,True,False,0-1 year,1,69.55833333333334,70.2,17.84,1,2,1,772.2,1,0,1,0,1,Low Value New,0.5942903380739911,1,248.05061,0.07863406, Maintain / Monitor,Stable Customer,3382
0,1,0,1,No,DSL,Yes,No,No,No,No,Yes,one year,0,Credit card (automatic),59.45,3157.0,0,False,True,False,True,False,False,False,True,False,False,4-6 years,1,56.375,59.45,28.89,0,1,0,3269.75,1,0,1,0,1,Low Value New,0.0715899250159303,0,2690.3992,0.34554484, Maintain / Monitor,Stable Customer,3383
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,month-to-month,1,Electronic check,93.35,3092.0,0,True,False,False,False,True,False,False,False,True,False,2-4 years,1,90.94117647058825,93.35,29.07,0,2,1,3080.55,1,0,1,0,0,High Value Loyal,0.6101073627682366,1,3598.9783,0.44483843, Retention Campaign (Email / Promotion),At-Risk Low Value,3384
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),44.95,2168.9,0,True,False,False,True,False,False,True,False,False,False,2-4 years,1,46.1468085106383,44.95,23.29,0,2,0,2067.7000000000003,1,0,1,0,1,Low Value New,0.0779899174264357,0,1481.6318,0.21344534, Maintain / Monitor,Stable Customer,3385
0,0,0,1,Yes,No,No,No,No,No,No,No,two year,0,Bank transfer (automatic),26.1,980.35,0,False,False,True,False,False,True,True,False,False,False,2-4 years,1,28.01,26.1,15.92,0,0,0,887.4000000000001,0,0,1,0,2,At Risk Customers,0.0153928889202909,0,1454.9298,0.21052721, Maintain / Monitor,Stable Customer,3386
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Electronic check,20.2,65.95,0,True,False,False,False,False,True,False,False,True,False,0-1 year,1,16.4875,20.2,5.44,1,2,1,60.6,0,0,1,0,2,At Risk Customers,0.2385715622254046,0,54.996845,0.05753628, Maintain / Monitor,Stable Customer,3387
0,1,1,1,No,No,No,No,No,No,No,No,two year,0,Mailed check,21.25,711.9,0,False,False,True,False,False,True,False,False,False,True,2-4 years,1,22.96451612903226,21.25,13.75,0,0,0,637.5,0,0,1,0,2,At Risk Customers,0.0041875108243759,0,1273.5474,0.19070493, Maintain / Monitor,Stable Customer,3388
0,0,0,1,Yes,DSL,Yes,No,No,Yes,No,No,one year,0,Electronic check,59.4,1952.8,0,False,True,False,True,False,False,False,False,True,False,2-4 years,1,57.43529411764706,59.4,22.28,0,1,1,1960.2,1,0,1,0,1,Low Value New,0.1159082979528024,0,1809.2101,0.24924456, Maintain / Monitor,Stable Customer,3389
0,1,1,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,one year,1,Credit card (automatic),95.0,4368.85,0,False,True,False,False,True,False,False,True,False,False,2-4 years,1,94.975,95.0,33.0,0,1,0,4275.0,1,0,1,0,0,High Value Loyal,0.0780095939075193,0,5268.7744,0.62732124, Maintain / Monitor,Stable Customer,3390
0,0,0,1,No,DSL,Yes,Yes,No,Yes,No,No,month-to-month,1,Mailed check,61.9,2647.1,0,True,False,False,True,False,False,False,False,False,True,2-4 years,1,64.56341463414634,61.9,24.880000000000003,0,2,0,2476.0,1,0,1,0,1,Low Value New,0.1890407012437041,0,1740.9387,0.24178354, Maintain / Monitor,Stable Customer,3391
0,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,two year,1,Electronic check,118.65,8477.6,0,False,False,True,False,True,False,False,False,True,False,4-6 years,1,117.74444444444444,118.65,45.53,0,0,1,8424.15,1,0,1,0,0,High Value Loyal,0.2334402680005685,0,8497.484,0.9801691, Upsell / Premium Offer,Loyal High Value,3392
0,1,0,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,0,Bank transfer (automatic),64.45,4528.0,0,False,False,True,True,False,False,True,False,False,False,4-6 years,0,62.02739726027397,64.45,34.489999999999995,0,0,0,4640.400000000001,1,0,1,0,3,Premium Customers,0.0744510185350562,0,4426.7866,0.535305, Maintain / Monitor,Stable Customer,3393
0,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Electronic check,80.15,1790.65,0,True,False,False,False,True,False,False,False,True,False,1-2 years,1,77.85434782608696,80.15,23.130000000000003,0,2,1,1763.3000000000002,1,0,1,0,1,Low Value New,0.2115658190214863,0,2296.621,0.302511, Maintain / Monitor,Stable Customer,3394
0,1,0,1,No,No,No,No,No,No,No,No,one year,1,Bank transfer (automatic),20.2,845.6,0,False,True,False,False,False,True,True,False,False,False,2-4 years,1,17.99148936170213,20.2,18.34,0,1,0,929.2,0,0,1,0,2,At Risk Customers,0.0407246051262001,0,714.92377,0.12965605, Maintain / Monitor,Stable Customer,3395
0,1,1,1,No,No,No,No,No,No,No,No,two year,0,Mailed check,21.0,1210.3,0,False,False,True,False,False,True,False,False,False,True,4-6 years,1,21.6125,21.0,21.2,0,0,0,1155.0,0,0,1,0,2,At Risk Customers,0.00200458273329,0,1013.61383,0.16229823, Maintain / Monitor,Stable Customer,3396
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,20.45,20.45,0,True,False,False,False,False,True,False,False,False,True,0-1 year,1,10.225,20.45,4.89,1,2,0,20.45,0,0,1,0,2,At Risk Customers,0.2347828482233478,0,90.36071,0.061401, Maintain / Monitor,Stable Customer,3397
0,0,0,1,Yes,DSL,No,No,No,Yes,Yes,Yes,one year,1,Mailed check,75.85,854.45,0,False,True,False,True,False,False,False,False,False,True,0-1 year,1,65.72692307692309,75.85,19.27,1,1,0,910.2,1,0,1,0,1,Low Value New,0.3559710927140647,1,1141.5254,0.17627698, Maintain / Monitor,Stable Customer,3398
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,No,month-to-month,1,Electronic check,80.45,2429.1,0,True,False,False,False,True,False,False,False,True,False,2-4 years,1,75.909375,80.45,25.89,0,2,1,2493.9500000000003,1,0,1,0,1,Low Value New,0.4677554045778385,1,2084.6487,0.27934572, Maintain / Monitor,Stable Customer,3399
0,1,0,1,Yes,DSL,Yes,No,No,No,Yes,Yes,two year,1,Electronic check,75.5,5229.45,0,False,False,True,True,False,False,False,False,True,False,4-6 years,1,76.90367647058824,75.5,35.7,0,0,1,5058.5,1,0,1,0,0,High Value Loyal,0.0768607719741729,0,4619.882,0.55640733, Maintain / Monitor,Stable Customer,3400
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Mailed check,44.45,44.45,0,True,False,False,True,False,False,False,False,False,True,0-1 year,1,22.225,44.45,9.69,1,2,0,44.45,1,0,1,0,2,At Risk Customers,0.427052553581688,1,162.41245,0.06927514, Maintain / Monitor,Stable Customer,3401
0,1,1,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,month-to-month,1,Credit card (automatic),74.55,3023.55,0,True,False,False,True,False,False,False,True,False,False,2-4 years,1,71.98928571428571,74.55,27.71,0,2,0,3056.55,1,0,1,0,1,Low Value New,0.0994932086234903,0,2156.6792,0.28721753, Maintain / Monitor,Stable Customer,3402
0,1,0,0,No,DSL,Yes,No,Yes,Yes,Yes,No,two year,0,Credit card (automatic),48.15,2032.3,0,False,False,True,True,False,False,False,True,False,False,2-4 years,0,47.26279069767442,48.15,22.23,0,0,0,2022.3,1,0,1,0,3,Premium Customers,0.0840292784274239,0,2749.5798,0.35201237, Maintain / Monitor,Stable Customer,3403
0,1,0,1,No,No,No,No,No,No,No,No,one year,0,Mailed check,19.65,436.9,0,False,True,False,False,False,True,False,False,False,True,1-2 years,1,18.204166666666666,19.65,11.329999999999998,0,1,0,451.95,0,0,1,0,2,At Risk Customers,0.0549672472734052,0,613.2642,0.11854624, Maintain / Monitor,Stable Customer,3404
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,20.15,20.15,0,True,False,False,False,False,True,False,False,False,True,0-1 year,1,10.075,20.15,4.83,1,2,0,20.15,0,0,1,0,2,At Risk Customers,0.2324763852594699,0,92.33165,0.06161639, Maintain / Monitor,Stable Customer,3405
0,0,0,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,month-to-month,1,Credit card (automatic),106.6,5893.95,0,True,False,False,False,True,False,False,True,False,False,4-6 years,1,103.40263157894736,106.6,38.620000000000005,0,2,0,5969.599999999999,1,0,1,0,0,High Value Loyal,0.4731727776289223,1,4379.3374,0.53011954, Maintain / Monitor,Stable Customer,3406
0,0,1,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,month-to-month,1,Electronic check,91.0,1430.05,0,True,False,False,False,True,False,False,False,True,False,1-2 years,1,89.378125,91.0,23.2,0,2,1,1365.0,1,0,1,0,1,Low Value New,0.234145480235469,0,3073.0747,0.38736534, Maintain / Monitor,Stable Customer,3407
0,1,1,1,Yes,No,No,No,No,No,No,No,two year,1,Bank transfer (automatic),25.4,313.0,0,False,False,True,False,False,True,True,False,False,False,0-1 year,1,24.07692307692308,25.4,9.18,1,0,0,304.79999999999995,0,0,1,0,2,At Risk Customers,0.0150504419543402,0,176.76358,0.070843495, Maintain / Monitor,Stable Customer,3408
0,1,0,1,No,DSL,Yes,No,Yes,Yes,No,Yes,two year,0,Bank transfer (automatic),69.95,3871.85,0,False,False,True,True,False,False,True,False,False,False,4-6 years,1,70.39727272727272,69.95,30.69,0,0,0,3777.3,1,0,1,0,1,Low Value New,0.0450293286046623,0,4181.329,0.5084803, Maintain / Monitor,Stable Customer,3409
0,0,0,1,No,DSL,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,66.85,458.1,0,True,False,False,True,False,False,False,False,True,False,0-1 year,1,57.2625,66.85,15.97,1,2,1,467.94999999999993,1,0,1,0,1,Low Value New,0.588610393691101,1,520.4595,0.108404115, Maintain / Monitor,Stable Customer,3410
0,1,1,1,No,No,No,No,No,No,No,No,month-to-month,0,Electronic check,20.15,341.35,0,True,False,False,False,False,True,False,False,True,False,1-2 years,1,20.079411764705885,20.15,9.33,0,2,1,322.4,0,0,1,0,2,At Risk Customers,0.0411533735598363,0,468.47153,0.102722645, Maintain / Monitor,Stable Customer,3411
0,0,0,1,No,DSL,Yes,No,Yes,No,No,Yes,one year,0,Mailed check,64.85,1336.8,0,False,True,False,True,False,False,False,False,False,True,1-2 years,1,60.76363636363636,64.85,19.77,0,1,0,1361.85,1,0,1,0,1,Low Value New,0.1376712669410152,0,2287.1548,0.30147648, Maintain / Monitor,Stable Customer,3412
